"cluster","phylum","class","fam_gen","mean_RA_pct","class_grp"
"1","Verrucomicrobia","Verrucomicrobiae","Rubritaleaceae; Roseibacillus",0.461,"Verrucomicrobiae"
"1","Verrucomicrobia","Verrucomicrobiae","Rubritaleaceae; Rubritalea",0.076,"Verrucomicrobiae"
"2","Actinobacteria","Acidimicrobiia","Ilumatobacteraceae; Ilumatobacter",0.995,"Acidimicrobiia"
"2","Bacteroidetes","Bacteroidia","Crocinitomicaceae; Fluviicola",1.483,"Bacteroidia"
"2","Bacteroidetes","Bacteroidia","Cryomorphaceae; uncultured",1.259,"Bacteroidia"
"2","Bacteroidetes","Bacteroidia","Cyclobacteriaceae; Marinoscillum",0.013,"Bacteroidia"
"2","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Algibacter",1.001,"Bacteroidia"
"2","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Formosa",3.478,"Bacteroidia"
"2","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Lutibacter",0.849,"Bacteroidia"
"2","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Lutimonas",0.13,"Bacteroidia"
"2","Bacteroidetes","Bacteroidia","Flavobacteriaceae; NS4_marine_group",0.055,"Bacteroidia"
"2","Bacteroidetes","Bacteroidia","Flavobacteriaceae; NS5_marine_group",0.337,"Bacteroidia"
"2","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Polaribacter",4.313,"Bacteroidia"
"2","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Polaribacter_1",0.187,"Bacteroidia"
"2","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Tenacibaculum",1.267,"Bacteroidia"
"2","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Ulvibacter",16.277,"Bacteroidia"
"2","Bacteroidetes","Bacteroidia","Flavobacteriaceae; uncultured",7.477,"Bacteroidia"
"2","Bacteroidetes","Bacteroidia","NS11-12_marine_group; NS11-12_marine_group_ge",2.921,"Bacteroidia"
"2","Bacteroidetes","Bacteroidia","NS9_marine_group; NS9_marine_group_ge",0.399,"Bacteroidia"
"2","Proteobacteria","Alphaproteobacteria","Clade_I; Clade_Ia",0.695,"Alphaproteobacteria"
"2","Proteobacteria","Alphaproteobacteria","Clade_II; Clade_II_ge",0.012,"Alphaproteobacteria"
"2","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Amylibacter",1.494,"Alphaproteobacteria"
"2","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Ascidiaceihabitans",0.617,"Alphaproteobacteria"
"2","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Loktanella",10.431,"Alphaproteobacteria"
"2","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Octadecabacter",3.843,"Alphaproteobacteria"
"2","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Planktomarina",0.762,"Alphaproteobacteria"
"2","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Sulfitobacter",2.476,"Alphaproteobacteria"
"2","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; uncultured",0.439,"Alphaproteobacteria"
"2","Proteobacteria","Alphaproteobacteria","SAR116_clade; SAR116_clade_ge",0.014,"Alphaproteobacteria"
"2","Proteobacteria","Gammaproteobacteria","Alteromonadaceae; Alteromonas",8.741,"Gammaproteobacteria"
"2","Proteobacteria","Gammaproteobacteria","Alteromonadaceae; Paraglaciecola",1.596,"Gammaproteobacteria"
"2","Proteobacteria","Gammaproteobacteria","Colwelliaceae; Colwellia",0.796,"Gammaproteobacteria"
"2","Proteobacteria","Gammaproteobacteria","Halieaceae; Halioglobus",0.237,"Gammaproteobacteria"
"2","Proteobacteria","Gammaproteobacteria","Halieaceae; Luminiphilus",0.7,"Gammaproteobacteria"
"2","Proteobacteria","Gammaproteobacteria","Halieaceae; OM60(NOR5)_clade",3.799,"Gammaproteobacteria"
"2","Proteobacteria","Gammaproteobacteria","Methylophagaceae; uncultured",1.488,"Gammaproteobacteria"
"2","Proteobacteria","Gammaproteobacteria","Methylophilaceae; OM43_clade",0.026,"Gammaproteobacteria"
"2","Proteobacteria","Gammaproteobacteria","Moraxellaceae; Psychrobacter",0.076,"Gammaproteobacteria"
"2","Proteobacteria","Gammaproteobacteria","Nitrincolaceae; uncultured",1.215,"Gammaproteobacteria"
"2","Proteobacteria","Gammaproteobacteria","OM182_clade_fa; OM182_clade_ge",1.232,"Gammaproteobacteria"
"2","Proteobacteria","Gammaproteobacteria","Porticoccaceae; SAR92_clade",2.376,"Gammaproteobacteria"
"2","Proteobacteria","Gammaproteobacteria","Pseudoalteromonadaceae; Pseudoalteromonas",0.607,"Gammaproteobacteria"
"2","Proteobacteria","Gammaproteobacteria","Pseudohongiellaceae; Pseudohongiella",0.067,"Gammaproteobacteria"
"2","Proteobacteria","Gammaproteobacteria","SAR86_clade_fa; SAR86_clade_ge",0.168,"Gammaproteobacteria"
"2","Proteobacteria","Gammaproteobacteria","Spongiibacteraceae; uncultured",2.939,"Gammaproteobacteria"
"2","Proteobacteria","Gammaproteobacteria","Thioglobaceae; SUP05_cluster",0.087,"Gammaproteobacteria"
"2","Proteobacteria","Gammaproteobacteria","Unknown_Family; Candidatus_Carsonella",1.258,"Gammaproteobacteria"
"2","Tenericutes","Mollicutes","Mycoplasmataceae; uncultured",0.866,"Mollicutes"
"2","Verrucomicrobia","Verrucomicrobiae","Puniceicoccaceae; Lentimonas",1.433,"Verrucomicrobiae"
"2","Verrucomicrobia","Verrucomicrobiae","Rubritaleaceae; Persicirhabdus",1.483,"Verrucomicrobiae"
"2","Verrucomicrobia","Verrucomicrobiae","Rubritaleaceae; Roseibacillus",2.012,"Verrucomicrobiae"
"2","Verrucomicrobia","Verrucomicrobiae","Rubritaleaceae; Rubritalea",0.757,"Verrucomicrobiae"
"3","Actinobacteria","Acidimicrobiia","Ilumatobacteraceae; Ilumatobacter",1.574,"Acidimicrobiia"
"3","Bacteroidetes","Bacteroidia","Cryomorphaceae; uncultured",0.019,"Bacteroidia"
"3","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Algibacter",0.192,"Bacteroidia"
"3","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Formosa",0.764,"Bacteroidia"
"3","Bacteroidetes","Bacteroidia","Flavobacteriaceae; NS4_marine_group",0.021,"Bacteroidia"
"3","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Polaribacter",1.977,"Bacteroidia"
"3","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Tenacibaculum",0.407,"Bacteroidia"
"3","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Ulvibacter",11.635,"Bacteroidia"
"3","Bacteroidetes","Bacteroidia","Flavobacteriaceae; uncultured",9.198,"Bacteroidia"
"3","Bacteroidetes","Bacteroidia","NS11-12_marine_group; NS11-12_marine_group_ge",0.243,"Bacteroidia"
"3","Proteobacteria","Alphaproteobacteria","Clade_I; Clade_Ia",0.031,"Alphaproteobacteria"
"3","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Amylibacter",1.13,"Alphaproteobacteria"
"3","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Ascidiaceihabitans",0.028,"Alphaproteobacteria"
"3","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Loktanella",13.029,"Alphaproteobacteria"
"3","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Octadecabacter",0.986,"Alphaproteobacteria"
"3","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Sulfitobacter",12.537,"Alphaproteobacteria"
"3","Proteobacteria","Alphaproteobacteria","SAR116_clade; SAR116_clade_ge",0.023,"Alphaproteobacteria"
"3","Proteobacteria","Gammaproteobacteria","Alteromonadaceae; Alteromonas",9.447,"Gammaproteobacteria"
"3","Proteobacteria","Gammaproteobacteria","Alteromonadaceae; Paraglaciecola",1.436,"Gammaproteobacteria"
"3","Proteobacteria","Gammaproteobacteria","Colwelliaceae; Colwellia",0.018,"Gammaproteobacteria"
"3","Proteobacteria","Gammaproteobacteria","Halieaceae; Halioglobus",0.482,"Gammaproteobacteria"
"3","Proteobacteria","Gammaproteobacteria","Halieaceae; Luminiphilus",0.657,"Gammaproteobacteria"
"3","Proteobacteria","Gammaproteobacteria","Halieaceae; OM60(NOR5)_clade",3.925,"Gammaproteobacteria"
"3","Proteobacteria","Gammaproteobacteria","Methylophagaceae; uncultured",0.025,"Gammaproteobacteria"
"3","Proteobacteria","Gammaproteobacteria","Moraxellaceae; Psychrobacter",11.74,"Gammaproteobacteria"
"3","Proteobacteria","Gammaproteobacteria","Nitrincolaceae; uncultured",0.623,"Gammaproteobacteria"
"3","Proteobacteria","Gammaproteobacteria","OM182_clade_fa; OM182_clade_ge",0.904,"Gammaproteobacteria"
"3","Proteobacteria","Gammaproteobacteria","Porticoccaceae; SAR92_clade",1.894,"Gammaproteobacteria"
"3","Proteobacteria","Gammaproteobacteria","Pseudoalteromonadaceae; Pseudoalteromonas",1.087,"Gammaproteobacteria"
"3","Proteobacteria","Gammaproteobacteria","Pseudohongiellaceae; Pseudohongiella",0.042,"Gammaproteobacteria"
"3","Proteobacteria","Gammaproteobacteria","Spongiibacteraceae; uncultured",2.185,"Gammaproteobacteria"
"3","Proteobacteria","Gammaproteobacteria","Unknown_Family; Candidatus_Carsonella",0.021,"Gammaproteobacteria"
"3","Tenericutes","Mollicutes","Mycoplasmataceae; uncultured",0.021,"Mollicutes"
"3","Verrucomicrobia","Verrucomicrobiae","Puniceicoccaceae; Lentimonas",0.876,"Verrucomicrobiae"
"3","Verrucomicrobia","Verrucomicrobiae","Rubritaleaceae; Persicirhabdus",4.691,"Verrucomicrobiae"
"3","Verrucomicrobia","Verrucomicrobiae","Rubritaleaceae; Roseibacillus",2.361,"Verrucomicrobiae"
"3","Verrucomicrobia","Verrucomicrobiae","Rubritaleaceae; Rubritalea",0.036,"Verrucomicrobiae"
"4","Actinobacteria","Acidimicrobiia","Ilumatobacteraceae; Ilumatobacter",0.081,"Acidimicrobiia"
"4","Bacteroidetes","Bacteroidia","Crocinitomicaceae; Fluviicola",2.095,"Bacteroidia"
"4","Bacteroidetes","Bacteroidia","Cryomorphaceae; uncultured",2.162,"Bacteroidia"
"4","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Algibacter",0.013,"Bacteroidia"
"4","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Formosa",0.691,"Bacteroidia"
"4","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Lutibacter",1.136,"Bacteroidia"
"4","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Lutimonas",0.374,"Bacteroidia"
"4","Bacteroidetes","Bacteroidia","Flavobacteriaceae; NS4_marine_group",0.584,"Bacteroidia"
"4","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Polaribacter",7.197,"Bacteroidia"
"4","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Polaribacter_1",0.096,"Bacteroidia"
"4","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Tenacibaculum",2.559,"Bacteroidia"
"4","Bacteroidetes","Bacteroidia","Flavobacteriaceae; Ulvibacter",13.779,"Bacteroidia"
"4","Bacteroidetes","Bacteroidia","Flavobacteriaceae; uncultured",10.304,"Bacteroidia"
"4","Bacteroidetes","Bacteroidia","NS11-12_marine_group; NS11-12_marine_group_ge",5.457,"Bacteroidia"
"4","Bacteroidetes","Bacteroidia","NS9_marine_group; NS9_marine_group_ge",0.633,"Bacteroidia"
"4","Proteobacteria","Alphaproteobacteria","Clade_I; Clade_Ia",1.792,"Alphaproteobacteria"
"4","Proteobacteria","Alphaproteobacteria","Clade_II; Clade_II_ge",0.022,"Alphaproteobacteria"
"4","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Amylibacter",1.413,"Alphaproteobacteria"
"4","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Loktanella",7.602,"Alphaproteobacteria"
"4","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Octadecabacter",0.531,"Alphaproteobacteria"
"4","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Planktomarina",0.396,"Alphaproteobacteria"
"4","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; Sulfitobacter",8.201,"Alphaproteobacteria"
"4","Proteobacteria","Alphaproteobacteria","Rhodobacteraceae; uncultured",0.143,"Alphaproteobacteria"
"4","Proteobacteria","Alphaproteobacteria","SAR116_clade; SAR116_clade_ge",0.155,"Alphaproteobacteria"
"4","Proteobacteria","Gammaproteobacteria","Alteromonadaceae; Alteromonas",6.681,"Gammaproteobacteria"
"4","Proteobacteria","Gammaproteobacteria","Alteromonadaceae; Paraglaciecola",1.239,"Gammaproteobacteria"
"4","Proteobacteria","Gammaproteobacteria","Colwelliaceae; Colwellia",0.001,"Gammaproteobacteria"
"4","Proteobacteria","Gammaproteobacteria","Halieaceae; Halioglobus",0.762,"Gammaproteobacteria"
"4","Proteobacteria","Gammaproteobacteria","Halieaceae; Luminiphilus",0.811,"Gammaproteobacteria"
"4","Proteobacteria","Gammaproteobacteria","Halieaceae; OM60(NOR5)_clade",1.518,"Gammaproteobacteria"
"4","Proteobacteria","Gammaproteobacteria","Nitrincolaceae; uncultured",4.272,"Gammaproteobacteria"
"4","Proteobacteria","Gammaproteobacteria","OM182_clade_fa; OM182_clade_ge",1.821,"Gammaproteobacteria"
"4","Proteobacteria","Gammaproteobacteria","Porticoccaceae; SAR92_clade",4.257,"Gammaproteobacteria"
"4","Proteobacteria","Gammaproteobacteria","Pseudohongiellaceae; Pseudohongiella",0.261,"Gammaproteobacteria"
"4","Proteobacteria","Gammaproteobacteria","SAR86_clade_fa; SAR86_clade_ge",0.414,"Gammaproteobacteria"
"4","Proteobacteria","Gammaproteobacteria","Spongiibacteraceae; uncultured",3.327,"Gammaproteobacteria"
"4","Proteobacteria","Gammaproteobacteria","Thioglobaceae; SUP05_cluster",0.542,"Gammaproteobacteria"
"4","Verrucomicrobia","Verrucomicrobiae","Puniceicoccaceae; Lentimonas",0.592,"Verrucomicrobiae"
"4","Verrucomicrobia","Verrucomicrobiae","Rubritaleaceae; Persicirhabdus",2.549,"Verrucomicrobiae"
"4","Verrucomicrobia","Verrucomicrobiae","Rubritaleaceae; Roseibacillus",0.544,"Verrucomicrobiae"
"4","Verrucomicrobia","Verrucomicrobiae","Rubritaleaceae; Rubritalea",0.182,"Verrucomicrobiae"
